10,23.125,0,-20.146,0,0.2311432,0
20,23.15663,0,-20.17209,0,0.2311295,0
30,23.18826,0,-20.19817,0,0.2311159,0
40,23.21989,0,-20.22426,0,0.2311023,0
50,23.25152,0,-20.25035,0,0.2310888,0
60,23.28315,0,-20.27643,0,0.2310753,0
70,23.31478,0,-20.30252,0,0.2310619,0
80,23.34641,0,-20.32861,0,0.2310484,0
90,23.37804,0,-20.35469,0,0.2310351,0
100,23.40967,0,-20.38078,0,0.2310218,0
110,23.4413,0,-20.40687,0,0.2310086,0
120,23.47293,0,-20.43295,0,0.2309954,0
130,23.50455,0,-20.45904,0,0.2309823,0
140,23.53618,0,-20.48513,0,0.2309692,0
150,23.56781,0,-20.51122,0,0.2309562,0
160,23.59944,0,-20.5373,0,0.2309432,0
170,23.63107,0,-20.56339,0,0.2309303,0
180,23.6627,0,-20.58948,0,0.2309174,0
190,23.69433,0,-20.61556,0,0.2309046,0
200,23.72596,0,-20.64165,0,0.2308918,0
210,23.75759,0,-20.66774,0,0.2308791,0
220,23.78922,0,-20.69382,0,0.2308664,0
230,23.82085,0,-20.71991,0,0.2308538,0
240,23.85248,0,-20.746,0,0.2308412,0
250,23.88411,0,-20.77208,0,0.2308287,0
260,23.91574,0,-20.79817,0,0.2308162,0
270,23.94737,0,-20.82426,0,0.2308037,0
280,23.979,0,-20.85034,0,0.2307914,0
290,24.01063,0,-20.87643,0,0.2307791,0
300,24.04226,0,-20.90252,0,0.2307668,0
310,24.07389,0,-20.9286,0,0.2307545,0
320,24.10552,0,-20.95469,0,0.2307423,0
330,24.13715,0,-20.98078,0,0.2307301,0
340,24.16878,0,-21.00686,0,0.230718,0
350,24.20041,0,-21.03295,0,0.230706,0
360,24.23203,0,-21.05904,0,0.230694,0
370,24.26366,0,-21.08512,0,0.230682,0
380,24.29529,0,-21.11121,0,0.2306701,0
390,24.32692,0,-21.1373,0,0.2306582,0
400,24.35855,0,-21.16339,0,0.2306464,0
410,24.39018,0,-21.18947,0,0.2306346,0
420,24.42181,0,-21.21556,0,0.2306228,0
430,24.45344,0,-21.24165,0,0.2306111,0
440,24.48507,0,-21.26773,0,0.2305995,0
450,24.5167,0,-21.29382,0,0.2305879,0
460,24.54833,0,-21.31991,0,0.2305764,0
470,24.57996,0,-21.34599,0,0.2305648,0
480,24.61159,0,-21.37208,0,0.2305534,0
490,24.64322,0,-21.39817,0,0.230542,0
500,24.67485,0,-21.42425,0,0.2305306,0
510,24.70648,0,-21.45034,0,0.2305192,0
520,24.73811,0,-21.47643,0,0.2305079,0
530,24.76974,0,-21.50251,0,0.2304966,0
540,24.80137,0,-21.5286,0,0.2304855,0
550,24.833,0,-21.55469,0,0.2304743,0
560,24.86463,0,-21.58077,0,0.2304633,0
570,24.89626,0,-21.60686,0,0.2304521,0
580,24.92789,0,-21.63295,0,0.2304411,0
590,24.95951,0,-21.65903,0,0.2304301,0
600,24.99114,0,-21.68512,0,0.2304192,0
610,25.02277,0,-21.71121,0,0.2304083,0
620,25.0544,0,-21.7373,0,0.2303976,0
630,25.08603,0,-21.76338,0,0.2303867,0
640,25.11766,0,-21.78947,0,0.2303759,0
650,25.14929,0,-21.81556,0,0.2303652,0
660,25.18092,0,-21.84164,0,0.2303545,0
670,25.21255,0,-21.86773,0,0.2303439,0
680,25.24418,0,-21.89382,0,0.2303332,0
690,25.27581,0,-21.9199,0,0.2303227,0
700,25.30744,0,-21.94599,0,0.2303122,0
710,25.33907,0,-21.97208,0,0.2303016,0
720,25.3707,0,-21.99816,0,0.2302912,0
730,25.40233,0,-22.02425,0,0.2302808,0
740,25.43396,0,-22.05034,0,0.2302705,0
750,25.46559,0,-22.07642,0,0.2302601,0
760,25.49722,0,-22.10251,0,0.2302498,0
770,25.52885,0,-22.1286,0,0.2302395,0
780,25.56048,0,-22.15468,0,0.2302294,0
790,25.59211,0,-22.18077,0,0.2302192,0
800,25.62374,0,-22.20686,0,0.230209,0
810,25.65536,0,-22.23294,0,0.230199,0
820,25.68699,0,-22.25903,0,0.2301889,0
830,25.71862,0,-22.28512,0,0.2301789,0
840,25.75025,0,-22.3112,0,0.2301689,0
850,25.78188,0,-22.33729,0,0.230159,0
860,25.81351,0,-22.36338,0,0.2301491,0
870,25.84514,0,-22.38947,0,0.2301392,0
880,25.87677,0,-22.41555,0,0.2301294,0
890,25.9084,0,-22.44164,0,0.2301196,0
900,25.94003,0,-22.46773,0,0.2301099,0
910,25.97166,0,-22.49381,0,0.2301001,0
920,26.00329,0,-22.5199,0,0.2300905,0
930,26.03492,0,-22.54599,0,0.2300808,0
940,26.06655,0,-22.57207,0,0.2300712,0
950,26.09818,0,-22.59816,0,0.2300617,0
960,26.12981,0,-22.62425,0,0.2300522,0
970,26.16144,0,-22.65033,0,0.2300427,0
980,26.19307,0,-22.67642,0,0.2300333,0
990,26.2247,0,-22.70251,0,0.2300239,0
1000,26.25633,0,-22.72859,0,0.2300145,0
1010,26.28796,0,-22.75468,0,0.2300052,0
1020,26.31959,0,-22.78077,0,0.2299959,0
1030,26.35122,0,-22.80685,0,0.2299866,0
1040,26.38284,0,-22.83294,0,0.2299774,0
1050,26.41447,0,-22.85903,0,0.2299683,0
1060,26.4461,0,-22.88511,0,0.2299591,0
1070,26.47773,0,-22.9112,0,0.22995,0
1080,26.50936,0,-22.93729,0,0.2299409,0
1090,26.54099,0,-22.96338,0,0.2299318,0
1100,26.57262,0,-22.98946,0,0.2299228,0
1110,26.60425,0,-23.01555,0,0.2299139,0
1120,26.63588,0,-23.04164,0,0.2299049,0
1130,26.66751,0,-23.06772,0,0.229896,0
1140,26.69914,0,-23.09381,0,0.2298871,0
1150,26.73077,0,-23.1199,0,0.2298782,0
1160,26.7624,0,-23.14598,0,0.2298695,0
1170,26.79403,0,-23.17207,0,0.2298607,0
1180,26.82566,0,-23.19816,0,0.2298519,0
1190,26.85729,0,-23.22425,0,0.2298433,0
1200,26.88892,0,-23.25033,0,0.2298346,0
1210,26.92055,0,-23.27642,0,0.2298259,0
1220,26.95218,0,-23.30251,0,0.2298173,0
1230,26.98381,0,-23.3286,0,0.2298087,0
1240,27.01544,0,-23.35468,0,0.2298002,0
1250,27.04707,0,-23.38077,0,0.2297917,0
1260,27.0787,0,-23.40686,0,0.2297832,0
1270,27.11032,0,-23.43295,0,0.2297748,0
1280,27.14195,0,-23.45904,0,0.2297664,0
1290,27.17358,0,-23.48512,0,0.229758,0
1300,27.20521,0,-23.51121,0,0.2297496,0
1310,27.23684,0,-23.5373,0,0.2297414,0
1320,27.26847,0,-23.56339,0,0.2297331,0
1330,27.3001,0,-23.58947,0,0.2297248,0
1340,27.33173,0,-23.61556,0,0.2297166,0
1350,27.36336,0,-23.64165,0,0.2297084,0
1360,27.39499,0,-23.66774,0,0.2297003,0
1370,27.42662,0,-23.69382,0,0.2296922,0
1380,27.45825,0,-23.71991,0,0.2296841,0
1390,27.48988,0,-23.746,0,0.229676,0
1400,27.52151,0,-23.77209,0,0.229668,0
1410,27.55314,0,-23.79818,0,0.22966,0
1420,27.58477,0,-23.82426,0,0.2296521,0
1430,27.6164,0,-23.85035,0,0.2296441,0
1440,27.64803,0,-23.87644,0,0.2296363,0
1450,27.67966,0,-23.90253,0,0.2296284,0
1460,27.71129,0,-23.92862,0,0.2296205,0
1470,27.74292,0,-23.9547,0,0.2296127,0
1480,27.77455,0,-23.98079,0,0.229605,0
1490,27.80618,0,-24.00688,0,0.2295973,0
1500,27.8378,0,-24.03297,0,0.2295896,0
1510,27.86943,0,-24.05905,0,0.2295818,0
1520,27.90106,0,-24.08514,0,0.2295742,0
1530,27.93269,0,-24.11123,0,0.2295666,0
1540,27.96432,0,-24.13732,0,0.229559,0
1550,27.99595,0,-24.1634,0,0.2295514,0
1560,28.02758,0,-24.18949,0,0.2295439,0
1570,28.05921,0,-24.21558,0,0.2295364,0
1580,28.09084,0,-24.24167,0,0.229529,0
1590,28.12247,0,-24.26776,0,0.2295215,0
